node	score
RPL27A	0.00023353245366173334
MRPL1	0.00023330356205424356
PGP	0.00023325260135889766
ADD1	0.00023278943767753748
CCT8	0.000232712635779544
HSPB6	0.00023236896138207336
RPL17-C18orf32	0.00023235721713442533
ACTR3	0.0002322137302203465
UCK1	0.00023166817375110154
EIF4A1	0.0002310624146959259
SRY	0.00023103762264575968
ADCY10	0.00023102765059874252
FANCE	0.0002309660171473599
NAA10	0.0002306914817753085
ASPM	0.00023050581737612784
IPO8	0.00023032620969309385
PCNA	0.00022953372066709412
RPS15A	0.0002295239904691133
HNRNPA1	0.00022907259327732067
TPM2	0.0002289806733593914
RPL7L1	0.0002288817167680157
MINPP1	0.00022863928093296948
PYCR1	0.00022849588164442
ERO1A	0.00022813186785443658
PPP1R26	0.00022805153412216832
MRNIP	0.00022798891397656805
IMPDH2	0.0002276522372628658
MAP3K7	0.00022764932738292048
GFAP	0.0002274782813880697
HSPB1	0.00022667651822808486
STS	0.00022647100367630452
CXorf66	0.0002262436868709112
NPSR1	0.00022554542580194997
GLRX	0.0002254718376476478
PRKG1	0.00022541112533849359
CHD7	0.00022472458791946397
RPS24	0.00022453316789027293
QPRT	0.000224525745254864
CMPK1	0.0002243941771020896
TPH2	0.0002243739770010966
MCM2	0.00022369440565378655
PMPCB	0.00022334779658144907
NGB	0.00022294873487944885
PNPT1	0.0002227705166765777
ADD3	0.00022275135499103747
APIP	0.00022257302130134838
CD244	0.0002220292200661998
LAG3	0.00022202525768754097
CD99	0.000221776276406452
MCL1	0.0002216070962914381
SMKR1	0.00022145643381974093
ICOS	0.00022115368424637966
LIMK1	0.00022097699351186873
DCP2	0.00022095213712973756
PSMA3	0.0002208789072414122
ATP6V0A1	0.00022086561697135757
RUVBL1	0.00022055686721316956
FBXW7	0.000220554850336421
ADD2	0.00021965326659438374
HMGN2	0.00021900885197924773
APBB1IP	0.0002188484353631737
ZFX	0.0002186770491950697
GRB10	0.00021814897587380373
MTX1	0.00021812034773159933
CITED2	0.00021799740344010036
EDC3	0.00021788489166454743
C1QA	0.00021775567361844618
ABCB7	0.0002177375768843592
CETN3	0.00021763095527540196
HNRNPK	0.00021750023148929196
CDC7	0.00021698164775586947
CTSD	0.00021674674360766378
PSMD2	0.00021660063851845288
FYN	0.0002165816777700619
SAMHD1	0.00021648150130259818
ETFB	0.0002162589336884339
ISG15	0.00021620251694766084
TEX48	0.0002161071415638246
SPATA4	0.00021577138224017226
GRB7	0.00021564214813719204
GRB14	0.00021542121029526816
ASB9	0.00021502804686125324
HIPK2	0.00021502587576212776
ARHGAP6	0.00021486150304786628
THBS3	0.0002146751442818795
TLR2	0.00021458872257617328
DHPS	0.00021445790992489098
APOA1	0.00021435057804410085
EIF3I	0.00021380007589282538
POU3F4	0.00021245106137073733
MAPK8IP3	0.00021242960263387217
RAPH1	0.00021175001549495083
EZR	0.00021151115928355247
ECEL1	0.00021138867977822312
TUBB3	0.0002113063039617795
ITPA	0.0002112194232016014
ABCC6	0.0002111560763917322
PDIA4	0.0002109703162365613
GSTP1	0.00021066370527575757
LONP1	0.000210609625008335
LTF	0.0002104990372242391
ANXA1	0.00021042541269407106
MAP4K1	0.00021029459593104174
DPYSL2	0.0002098713808129227
POLR2L	0.00020974811907303626
PPP1R10	0.00020895452842132736
BAG3	0.00020828146770564073
SLC2A5	0.00020783695988046145
LARP7	0.00020780906809078875
GUK1	0.00020749574762801636
LGI2	0.00020732196512434617
CDH2	0.00020718395552258128
CA2	0.00020710145743396425
SLC12A6	0.00020709560816813637
H2BC1	0.00020671804007154054
MMP28	0.00020643795417802987
GSN	0.00020626851208564902
SLC25A3	0.00020590951742648436
TAGLN	0.0002058820685916523
VTN	0.0002054120475343633
PPP2R1A	0.00020516414163641674
RECQL4	0.0002050722351025715
XRCC6	0.00020414358463798223
ATP6V1B2	0.00020367857449126055
OXCT1	0.00020351614052728243
H2BC3	0.00020348953921277068
MSN	0.00020321054383693921
HSPA6	0.00020292712082251767
ACTN1	0.00020273705840077974
TNF	0.00020260942920702666
H2BC11	0.00020254601926073082
TG	0.0002024501329815086
PDIA6	0.00020222779696558952
CKB	0.0002019376011570833
PROM1	0.00020181016356511693
H2BC12	0.00020143370286612183
NIT2	0.00020134552606237199
H2BC5	0.0002011195326317919
H2BC17	0.00020010516374516007
H2BC9	0.00019997837393839348
H2BC14	0.00019976756486380048
FUCA1	0.0001997151675525686
H2BC4	0.00019967957139512384
HSPB2	0.0001996737561459862
CD47	0.00019913300713746205
NME1-NME2	0.00019854507179587123
APMAP	0.0001981382994975108
H2BC12L	0.00019808314859113418
AKR1A1	0.0001980120886964642
ATP6V1A	0.0001976753007628104
H2BC13	0.00019729600372832078
HSPA1L	0.00019728966932763286
H2BC26	0.0001968587460144883
LRGUK	0.0001963580655259325
CHD4	0.0001961755817953385
H2BC15	0.00019603356577209283
GNB1	0.00019574455965389346
FDPS	0.00019566113696383106
EPCAM	0.00019544864293506348
FKBP1A	0.00019498673065179972
HLA-DRB1	0.000194801333380996
ATP6V1B1	0.00019459937891349636
CA1	0.00019413015513550507
DECR1	0.00019357968642454195
TPM1	0.00019313093538918672
HSD17B10	0.00019287676419386346
GLOD4	0.00019286263811286238
HYOU1	0.00019254741427224278
UCK2	0.00019222208890257386
TAGLN2	0.00019214856354936216
GNL2	0.0001915374319393712
SCIN	0.0001912354178353223
RCVRN	0.0001911563581824898
H4C7	0.00019042453452016456
UCHL1	0.00019004896723467653
ACOT7	0.00018887457575668458
P4HA2	0.00018818091864147488
PLAT	0.00018815133502971432
FABP5	0.0001874145503303322
GRN	0.00018610775495981789
CLTCL1	0.00018602899530554577
AHNAK	0.0001859984164216685
PGC	0.00018575021777430642
LUM	0.00018548213575642024
RHO	0.0001851796322599542
TUBB1	0.00018462058425331828
ATP1A1	0.00018431914069853456
UCHL3	0.00018428881881884742
S100A10	0.00018364205763573877
IL6	0.00018334756674797938
H2BC18	0.0001831968715813735
PRTN3	0.0001828291948364271
WDR1	0.00018262550513628936
TPO	0.00018230277843112272
PTPN22	0.00018218427381831427
ATP1A3	0.00018187756222806908
SERPINF1	0.00018178513751302216
CD58	0.0001815618433271679
L1TD1	0.00018137718251621303
ADI1	0.00018034796472454835
ERP29	0.00018028824945909107
KHSRP	0.00017949411635887567
HLA-DRA	0.00017870972757261236
S100A9	0.00017813500006292644
PABPC4	0.0001779647932528394
APBB1	0.00017786338044661676
SRSF6	0.00017773213255383656
TRNT1	0.00017740920899414443
SELENBP1	0.0001773936817106954
FLG	0.00017710772053331714
OXCT2	0.00017631710538796599
PDCD6IP	0.00017630802467736797
GDI2	0.00017620389561546785
MAGI3	0.00017605085940363682
FLG2	0.00017569293390758592
CA6	0.00017559411809131122
DSP	0.000175100007451345
GSTM3	0.00017497219118221735
SERPINF2	0.00017431354602077977
CD276	0.00017418295353934006
S100A11	0.00017397081415128718
SHBG	0.0001735529549133772
ATP1A4	0.00017341378997674187
SAG	0.00017335330066479079
H2BK1	0.0001725553073740135
